date,Month,Year,time,longitude,latitude,attack_type,location_description,nearest_country,eez_country,Country,shore_distance,shore_longitude,shore_latitude,attack_description,vessel_name,vessel_type,vessel_status,data_source,content2,content,corruption_index,homicide_rate,GDP,total_fisheries_per_ton,total_military,population,unemployment_rate,totalgr,industryofgdp
7/14/2003,July,2003,TIME UNK,80.4167,13.0833333,Boarded,"Chennai Anchorage, India",IND,IND,India,11.43909947,80.31373132,13.10578034,UNK,Cape Africa,UNK TYPE,Anchored,mappingpiracy,UNK TYPE Anchored July 2003 TIME UNK,UNK TYPE was Boarded while Anchored in July 2003 TIME UNK,2.8,3.988311009,546.7266145,6074846,2414700,1111523144,5.724999905,0.225799867,0.274741071
7/15/2003,July,2003,TIME UNK,-83.5733,22.2221667,Hijacked,"La Coloma, Cuba",CUB,CUB,Cuba,1.697808331,-83.589589,22.21991608,UNK,UNK,UNK TYPE,Anchored,mappingpiracy,UNK TYPE Anchored July 2003 TIME UNK,UNK TYPE was Hijacked while Anchored in July 2003 TIME UNK,6.1,5.71724484,3197.133754,60985,72500,11229183,2.329999924,NA,0.225059329
7/15/2003,July,2003,TIME UNK,3.3767,6.45,Boarded,"1.7 NM From the fairway buoy off Lagos, Nigeria",NGA,NGA,Nigeria,0.745848921,3.37387129,6.456122137,UNK,UNK,UNK TYPE,Anchored,mappingpiracy,UNK TYPE Anchored July 2003 TIME UNK,UNK TYPE was Boarded while Anchored in July 2003 TIME UNK,1.4,NA,795.3862467,505839,160500,131900631,3.821000099,NA,0.260024149
7/15/2003,July,2003,TIME UNK,-68,10.5,Attempted,"Berth No. 24A, Puerto Cabello port, Venezuela",VEN,VEN,"Venezuela, RB",1.458166101,-68.00645911,10.48847077,UNK,Puerto Limon,UNK TYPE,Anchored,mappingpiracy,UNK TYPE Anchored July 2003 TIME UNK,UNK TYPE was Attempted while Anchored in July 2003 TIME UNK,2.4,44.38856802,3272.615024,519545,105300,25551624,16.78000069,0.233818082,0.488417071
7/15/2003,July,2003,TIME UNK,107.9333,0.2166667,Attempted,Indonesia,IDN,IDN,Indonesia,93.12504948,107.5595809,0.970160223,UNK,Marina GR,UNK TYPE,Steaming,mappingpiracy,UNK TYPE Steaming July 2003 TIME UNK,UNK TYPE was Attempted while Steaming in July 2003 TIME UNK,1.9,0.742137856,1065.648539,5927292,497000,220309469,6.657000065,0.153207015,0.437495661
7/15/2003,July,2003,TIME UNK,5.7167,5.5,Boarded,Warri Nigeria,NGA,NGA,Nigeria,9.600200015,5.639903191,5.540187893,UNK,UNK,UNK TYPE,Steaming,mappingpiracy,UNK TYPE Steaming July 2003 TIME UNK,UNK TYPE was Boarded while Steaming in July 2003 TIME UNK,1.4,NA,795.3862467,505839,160500,131900631,3.821000099,NA,0.260024149
7/16/2003,July,2003,TIME UNK,107.0568,10.344,Boarded,"Vung Tau Anchorage, Vietnam",VNM,VNM,Vietnam,3.669869041,107.0737411,10.37262604,UNK,Artus,UNK TYPE,Anchored,mappingpiracy,UNK TYPE Anchored July 2003 TIME UNK,UNK TYPE was Boarded while Anchored in July 2003 TIME UNK,2.4,1.286729974,480.5797992,2808507,524000,82301656,2.25,0.196183047,0.394700078
7/17/2003,July,2003,TIME UNK,103.2383,1.3666667,Attempted,Malacca Straits,MYS,MYS,Malaysia,22.51847679,103.4139104,1.467840887,UNK,Glykofiloussa,UNK TYPE,Steaming,mappingpiracy,UNK TYPE Steaming July 2003 TIME UNK,UNK TYPE was Attempted while Steaming in July 2003 TIME UNK,5.2,2.287558584,4461.847687,1483324,124100,24698819,3.609999895,0.203045418,0.465786627
7/17/2003,July,2003,TIME UNK,-64.5932,10.1166667,Boarded,"Guanta Port, Venezuela",VEN,VEN,"Venezuela, RB",11.29660972,-64.66763262,10.18732331,UNK,Caro,UNK TYPE,Berthed,mappingpiracy,UNK TYPE Berthed July 2003 TIME UNK,UNK TYPE was Boarded while Berthed in July 2003 TIME UNK,2.4,44.38856802,3272.615024,519545,105300,25551624,16.78000069,0.233818082,0.488417071
7/18/2003,July,2003,TIME UNK,-68,10.5,Boarded,"Puerto Cabello, Venezuela",VEN,VEN,"Venezuela, RB",1.458166101,-68.00645911,10.48847077,UNK,H Kirkenes,UNK TYPE,Berthed,mappingpiracy,UNK TYPE Berthed July 2003 TIME UNK,UNK TYPE was Boarded while Berthed in July 2003 TIME UNK,2.4,44.38856802,3272.615024,519545,105300,25551624,16.78000069,0.233818082,0.488417071
7/19/2003,July,2003,TIME UNK,107.0233,10.5756667,Boarded,"Phumy Port, Vietnam",VNM,VNM,Vietnam,1.320612107,107.0227157,10.58759186,UNK,Hiya Builder,UNK TYPE,Berthed,mappingpiracy,UNK TYPE Berthed July 2003 TIME UNK,UNK TYPE was Boarded while Berthed in July 2003 TIME UNK,2.4,1.286729974,480.5797992,2808507,524000,82301656,2.25,0.196183047,0.394700078
7/20/2003,July,2003,TIME UNK,-17.3667,14.6666667,Boarded,"Dakar Anchorage, Senegal",SEN,SEN,Senegal,6.539971202,-17.42682858,14.67487214,UNK,Jag Arpan,UNK TYPE,Anchored,mappingpiracy,UNK TYPE Anchored July 2003 TIME UNK,UNK TYPE was Boarded while Anchored in July 2003 TIME UNK,3.2,NA,823.7211451,469382,18600,10541467,6.712999821,0.158072166,0.214377992
7/20/2003,July,2003,TIME UNK,103.9667,1.64,Attempted,Malacca Straits,MYS,MYS,Malaysia,0.857501631,103.9602157,1.635809637,UNK,Iran Shariat,UNK TYPE,Steaming,mappingpiracy,UNK TYPE Steaming July 2003 TIME UNK,UNK TYPE was Attempted while Steaming in July 2003 TIME UNK,5.2,2.287558584,4461.847687,1483324,124100,24698819,3.609999895,0.203045418,0.465786627
7/22/2003,July,2003,TIME UNK,-68.2128,10.8711,Attempted,"Maracaibo Channel, Vicinity of Isla Pescadores, Venezuela",VEN,VEN,"Venezuela, RB",3.233331721,-68.2388403,10.88495515,UNK,Maersk Patagonia,UNK TYPE,Steaming,mappingpiracy,UNK TYPE Steaming July 2003 TIME UNK,UNK TYPE was Attempted while Steaming in July 2003 TIME UNK,2.4,44.38856802,3272.615024,519545,105300,25551624,16.78000069,0.233818082,0.488417071
7/23/2003,July,2003,TIME UNK,3.3767,6.45,Boarded,"Lagos Anchorage, Nigeria",NGA,NGA,Nigeria,0.745848921,3.37387129,6.456122137,UNK,Magda,UNK TYPE,Anchored,mappingpiracy,UNK TYPE Anchored July 2003 TIME UNK,UNK TYPE was Boarded while Anchored in July 2003 TIME UNK,1.4,NA,795.3862467,505839,160500,131900631,3.821000099,NA,0.260024149
7/24/2003,July,2003,TIME UNK,-82.55,0.3833333,Attempted,Off Ecuador,ECU,ECU,Ecuador,241.4202662,-80.90961091,-1.044915052,UNK,Pacitimber,UNK TYPE,Steaming,mappingpiracy,UNK TYPE Steaming July 2003 TIME UNK,UNK TYPE was Attempted while Steaming in July 2003 TIME UNK,NA,14.48800786,2425.851842,494804,59800,13369678,5.662000179,0.147093859,0.279992994
7/24/2003,July,2003,TIME UNK,91.7932,22.2166667,Boarded,"TSP Jetty, Chittagong, Bangladesh",BGD,BGD,Bangladesh,2.329971162,91.81202233,22.20502351,UNK,Thor Falcon,UNK TYPE,Berthed,mappingpiracy,UNK TYPE Berthed July 2003 TIME UNK,UNK TYPE was Boarded while Berthed in July 2003 TIME UNK,1.3,2.57508632,446.3106592,1998197,188700,134791603,4.320000172,0.091605938,0.224741488
7/25/2003,July,2003,TIME UNK,91.7932,22.2166667,Boarded,"Chittagong Anchorage, Bangladesh",BGD,BGD,Bangladesh,2.329971162,91.81202233,22.20502351,UNK,Thor Falcon,UNK TYPE,Berthed,mappingpiracy,UNK TYPE Berthed July 2003 TIME UNK,UNK TYPE was Boarded while Berthed in July 2003 TIME UNK,1.3,2.57508632,446.3106592,1998197,188700,134791603,4.320000172,0.091605938,0.224741488
7/25/2003,July,2003,TIME UNK,-48.4765,-1.4666667,Boarded,"Berth No. 11, Port Belem, Brazil",BRA,BRA,Brazil,0.422722432,-48.47614499,-1.470472915,UNK,Marfret Guyane,UNK TYPE,Berthed,mappingpiracy,UNK TYPE Berthed July 2003 TIME UNK,UNK TYPE was Boarded while Berthed in July 2003 TIME UNK,3.9,25.75645397,3070.910491,985412,673200,181809246,9.991000175,0.353797483,0.230838178
7/25/2003,July,2003,TIME UNK,-74.7765,10.9666667,Boarded,"Barranquilla, Colombia",COL,COL,Colombia,12.27625432,-74.74317375,11.07265253,UNK,Radesingel,UNK TYPE,Steaming,mappingpiracy,UNK TYPE Steaming July 2003 TIME UNK,UNK TYPE was Boarded while Steaming in July 2003 TIME UNK,3.7,56.70396437,2281.40196,191042,304600,41483869,14.18900013,NA,0.289037801
7/26/2003,July,2003,TIME UNK,91.7932,22.2166667,Boarded,"Chittagong Anchorage, Bangladesh",BGD,BGD,Bangladesh,2.329971162,91.81202233,22.20502351,UNK,Thor Falcon,UNK TYPE,Berthed,mappingpiracy,UNK TYPE Berthed July 2003 TIME UNK,UNK TYPE was Boarded while Berthed in July 2003 TIME UNK,1.3,2.57508632,446.3106592,1998197,188700,134791603,4.320000172,0.091605938,0.224741488
7/26/2003,July,2003,TIME UNK,-46.2872,-23.9761667,Boarded,"Berth No. 16, Port of Santos, Brazil",BRA,BRA,Brazil,0.559772463,-46.29161536,-23.9791806,UNK,Atol,UNK TYPE,Berthed,mappingpiracy,UNK TYPE Berthed July 2003 TIME UNK,UNK TYPE was Boarded while Berthed in July 2003 TIME UNK,3.9,25.75645397,3070.910491,985412,673200,181809246,9.991000175,0.353797483,0.230838178
7/26/2003,July,2003,TIME UNK,97.85,5.75,Attempted,Malacca Straits,IDN,IDN,Indonesia,66.63310434,97.52621504,5.24225495,UNK,Pan Queen,UNK TYPE,Steaming,mappingpiracy,UNK TYPE Steaming July 2003 TIME UNK,UNK TYPE was Attempted while Steaming in July 2003 TIME UNK,1.9,0.742137856,1065.648539,5927292,497000,220309469,6.657000065,0.153207015,0.437495661
7/27/2003,July,2003,TIME UNK,91.7932,22.2166667,Boarded,"Chittagong Anchorage, Bangladesh",BGD,BGD,Bangladesh,2.329971162,91.81202233,22.20502351,UNK,Thor Falcon,UNK TYPE,Berthed,mappingpiracy,UNK TYPE Berthed July 2003 TIME UNK,UNK TYPE was Boarded while Berthed in July 2003 TIME UNK,1.3,2.57508632,446.3106592,1998197,188700,134791603,4.320000172,0.091605938,0.224741488
7/28/2003,July,2003,TIME UNK,91.7932,22.2166667,Boarded,"Chittagong Anchorage, Bangladesh",BGD,BGD,Bangladesh,2.329971162,91.81202233,22.20502351,UNK,Thor Falcon,UNK TYPE,Berthed,mappingpiracy,UNK TYPE Berthed July 2003 TIME UNK,UNK TYPE was Boarded while Berthed in July 2003 TIME UNK,1.3,2.57508632,446.3106592,1998197,188700,134791603,4.320000172,0.091605938,0.224741488
7/28/2003,July,2003,TIME UNK,102.1283,1.99,Attempted,Malacca Straits,MYS,IDN,Malaysia,25.89771868,102.1879989,2.216376044,UNK,Crystal Marine,UNK TYPE,Steaming,mappingpiracy,UNK TYPE Steaming July 2003 TIME UNK,UNK TYPE was Attempted while Steaming in July 2003 TIME UNK,5.2,2.287558584,4461.847687,1483324,124100,24698819,3.609999895,0.203045418,0.465786627
7/29/2003,July,2003,TIME UNK,91.7932,22.2166667,Boarded,"Chittagong Anchorage, Bangladesh",BGD,BGD,Bangladesh,2.329971162,91.81202233,22.20502351,UNK,Thor Falcon,UNK TYPE,Berthed,mappingpiracy,UNK TYPE Berthed July 2003 TIME UNK,UNK TYPE was Boarded while Berthed in July 2003 TIME UNK,1.3,2.57508632,446.3106592,1998197,188700,134791603,4.320000172,0.091605938,0.224741488
7/29/2003,July,2003,TIME UNK,91.7932,22.2166667,Boarded,"Chittagong Alpha Anchorage, Bangladesh",BGD,BGD,Bangladesh,2.329971162,91.81202233,22.20502351,UNK,Iver Explorer,UNK TYPE,Anchored,mappingpiracy,UNK TYPE Anchored July 2003 TIME UNK,UNK TYPE was Boarded while Anchored in July 2003 TIME UNK,1.3,2.57508632,446.3106592,1998197,188700,134791603,4.320000172,0.091605938,0.224741488
7/30/2003,July,2003,TIME UNK,97.5667,5.6,Attempted,Malacca Straits,IDN,IDN,Indonesia,39.26544473,97.49683679,5.251898505,UNK,Jaladoot,UNK TYPE,Steaming,mappingpiracy,UNK TYPE Steaming July 2003 TIME UNK,UNK TYPE was Attempted while Steaming in July 2003 TIME UNK,1.9,0.742137856,1065.648539,5927292,497000,220309469,6.657000065,0.153207015,0.437495661
7/30/2003,July,2003,TIME UNK,-62.325,14.0666667,Attempted,"West of St. Lucia Island, Caribbean Sea",LCA,LCA,St. Lucia,136.2553131,-61.07852129,13.8797875,UNK,Lin,UNK TYPE,Steaming,mappingpiracy,UNK TYPE Steaming July 2003 TIME UNK,UNK TYPE was Attempted while Steaming in July 2003 TIME UNK,NA,22.42571482,6150.921369,1690,NA,160530,22.18000031,0.195771251,NA
7/31/2003,July,2003,TIME UNK,96.18,5.99,Attempted,"Northern Tip of Sumatra, Indonesia",IDN,IDN,Indonesia,61.98148756,95.88754317,5.512152411,UNK,Igloo Espoo,UNK TYPE,Steaming,mappingpiracy,UNK TYPE Steaming July 2003 TIME UNK,UNK TYPE was Attempted while Steaming in July 2003 TIME UNK,1.9,0.742137856,1065.648539,5927292,497000,220309469,6.657000065,0.153207015,0.437495661
7/31/2003,July,2003,TIME UNK,-62.5,14,Attempted,"West of St. Lucia Island, Caribbean Sea",LCA,LCA,St. Lucia,154.1823115,-61.07852129,13.8797875,UNK,Nordstjernen,UNK TYPE,Steaming,mappingpiracy,UNK TYPE Steaming July 2003 TIME UNK,UNK TYPE was Attempted while Steaming in July 2003 TIME UNK,NA,22.42571482,6150.921369,1690,NA,160530,22.18000031,0.195771251,NA
7/31/2003,July,2003,TIME UNK,39.6667,-4.0666667,Boarded,"Mombasa Anchorage, Kenya",KEN,KEN,Kenya,1.874141491,39.65007572,-4.069594008,UNK,Beira 9,UNK TYPE,Anchored,mappingpiracy,UNK TYPE Anchored July 2003 TIME UNK,UNK TYPE was Boarded while Anchored in July 2003 TIME UNK,1.9,NA,429.7878437,121544,29100,34678779,2.904000044,0.178179489,0.1562315
8/3/2003,August,2003,TIME UNK,47.4833,12.6166667,Attempted,Gulf of Aden,YEM,YEM,"Yemen, Rep.",112.553233,47.16684004,13.58559805,UNK,Delfinaki,UNK TYPE,Steaming,mappingpiracy,UNK TYPE Steaming August 2003 TIME UNK,UNK TYPE was Attempted while Steaming in August 2003 TIME UNK,2.6,3.708190482,620.3827587,228116,136700,18985000,12.06900024,0.311023564,0.43014065
8/3/2003,August,2003,TIME UNK,47.5833,12.9166667,Attempted,Gulf of Aden,YEM,YEM,"Yemen, Rep.",84.09448828,47.39820397,13.65485261,UNK,Britanis,UNK TYPE,Steaming,mappingpiracy,UNK TYPE Steaming August 2003 TIME UNK,UNK TYPE was Attempted while Steaming in August 2003 TIME UNK,2.6,3.708190482,620.3827587,228116,136700,18985000,12.06900024,0.311023564,0.43014065
8/5/2003,August,2003,TIME UNK,-79.9167,9.3431667,Attempted,"Cristobal Outer Anchorage, Panama",PAN,PAN,Panama,1.851041553,-79.90025794,9.346828518,UNK,APL Almandine,UNK TYPE,Anchored,mappingpiracy,UNK TYPE Anchored August 2003 TIME UNK,UNK TYPE was Attempted while Anchored in August 2003 TIME UNK,3.4,10.50153067,4267.303325,236342,11800,3209048,3.780999899,0.229326712,0.189886284
8/6/2003,August,2003,TIME UNK,120.0017,4.195,Attempted,"Celebes Sea, South of Tawi-Tawi Islands, Philippines",PHL,PHL,Philippines,68.63060812,119.8576766,4.798570054,UNK,Sealink Maju,UNK TYPE,Steaming,mappingpiracy,UNK TYPE Steaming August 2003 TIME UNK,UNK TYPE was Attempted while Steaming in August 2003 TIME UNK,2.5,7.749364645,1048.008192,3605597,150000,83051971,3.52699995,0.141102878,0.34540564
8/8/2003,August,2003,TIME UNK,-68,10.5,Boarded,"Berth No. 29, Puerto Cabello Port, Venezuela",VEN,VEN,"Venezuela, RB",1.458166101,-68.00645911,10.48847077,UNK,DS Regent,UNK TYPE,Berthed,mappingpiracy,UNK TYPE Berthed August 2003 TIME UNK,UNK TYPE was Boarded while Berthed in August 2003 TIME UNK,2.4,44.38856802,3272.615024,519545,105300,25551624,16.78000069,0.233818082,0.488417071
8/9/2003,August,2003,TIME UNK,39.4667,-6.6333333,Attempted,"Dar Es Salaam, Tanzania",TZA,TZA,Tanzania,19.4142511,39.50847416,-6.462823175,UNK,Asha Ashik,UNK TYPE,Steaming,mappingpiracy,UNK TYPE Steaming August 2003 TIME UNK,UNK TYPE was Attempted while Steaming in August 2003 TIME UNK,2.5,7.644936353,431.2796931,356691.7,28400,36337782,3.229000092,0.125134219,0.232371601
8/9/2003,August,2003,TIME UNK,97.7333,5.7166667,Attempted,Malacca Straits,IDN,IDN,Indonesia,57.26188804,97.52621504,5.24225495,UNK,Dong Yih,UNK TYPE,Steaming,mappingpiracy,UNK TYPE Steaming August 2003 TIME UNK,UNK TYPE was Attempted while Steaming in August 2003 TIME UNK,1.9,0.742137856,1065.648539,5927292,497000,220309469,6.657000065,0.153207015,0.437495661
8/10/2003,August,2003,TIME UNK,-17.3667,14.6666667,Boarded,"Off Dakar Port, Senegal",SEN,SEN,Senegal,6.539971202,-17.42682858,14.67487214,UNK,Delmas Casablanca,UNK TYPE,Steaming,mappingpiracy,UNK TYPE Steaming August 2003 TIME UNK,UNK TYPE was Boarded while Steaming in August 2003 TIME UNK,3.2,NA,823.7211451,469382,18600,10541467,6.712999821,0.158072166,0.214377992
8/10/2003,August,2003,TIME UNK,-48.4765,-1.4666667,Attempted,"Belem Anchorage, Brazil",BRA,BRA,Brazil,0.422722432,-48.47614499,-1.470472915,UNK,Torm Vita,UNK TYPE,Anchored,mappingpiracy,UNK TYPE Anchored August 2003 TIME UNK,UNK TYPE was Attempted while Anchored in August 2003 TIME UNK,3.9,25.75645397,3070.910491,985412,673200,181809246,9.991000175,0.353797483,0.230838178
8/10/2003,August,2003,TIME UNK,101.0883,2.7916667,Boarded,Malacca Straits,MYS,MYS,Malaysia,22.93957495,101.2863876,2.849676825,UNK,Penrider,UNK TYPE,Anchored,mappingpiracy,UNK TYPE Anchored August 2003 TIME UNK,UNK TYPE was Boarded while Anchored in August 2003 TIME UNK,5.2,2.287558584,4461.847687,1483324,124100,24698819,3.609999895,0.203045418,0.465786627
8/12/2003,August,2003,TIME UNK,91.7167,22.25,Boarded,"Anchorage 'B' Chittagong, Bangladesh",BGD,BGD,Bangladesh,5.778993066,91.77165775,22.26032136,UNK,Simoon,UNK TYPE,Anchored,mappingpiracy,UNK TYPE Anchored August 2003 TIME UNK,UNK TYPE was Boarded while Anchored in August 2003 TIME UNK,1.3,2.57508632,446.3106592,1998197,188700,134791603,4.320000172,0.091605938,0.224741488
8/12/2003,August,2003,TIME UNK,108.0333,4.8333333,Boarded,Indonesia,IDN,IDN,Indonesia,7.430584682,108.0051376,4.772365627,UNK,2206 QNG,UNK TYPE,Steaming,mappingpiracy,UNK TYPE Steaming August 2003 TIME UNK,UNK TYPE was Boarded while Steaming in August 2003 TIME UNK,1.9,0.742137856,1065.648539,5927292,497000,220309469,6.657000065,0.153207015,0.437495661
8/17/2003,August,2003,TIME UNK,91.7667,22.1666667,Attempted,"Anchorage C, Chittagong, Bangladesh",BGD,BGD,Bangladesh,5.008865018,91.81299889,22.18032461,UNK,Founder M,UNK TYPE,Anchored,mappingpiracy,UNK TYPE Anchored August 2003 TIME UNK,UNK TYPE was Attempted while Anchored in August 2003 TIME UNK,1.3,2.57508632,446.3106592,1998197,188700,134791603,4.320000172,0.091605938,0.224741488
8/17/2003,August,2003,TIME UNK,-77.4167,17.4933333,Attempted,"South of Kingston, Jamaica",JAM,JAM,Jamaica,32.62944716,-77.21605384,17.71670157,UNK,Silverfjord,UNK TYPE,Steaming,mappingpiracy,UNK TYPE Steaming August 2003 TIME UNK,UNK TYPE was Attempted while Steaming in August 2003 TIME UNK,3.8,35.98532242,3469.151565,15451,3000,2709437,11.73999977,NA,0.214925346
8/18/2003,August,2003,TIME UNK,-87.95,15.8431667,Boarded,"Puerto Cortes Roads, Honduras",HND,HND,Honduras,1.187789554,-87.94131426,15.84983959,UNK,Giant,UNK TYPE,Anchored,mappingpiracy,UNK TYPE Anchored August 2003 TIME UNK,UNK TYPE was Boarded while Anchored in August 2003 TIME UNK,2.3,57.31515441,1145.497561,40890,18000,7106319,5.300000191,0.218923945,0.273716582
8/18/2003,August,2003,TIME UNK,7.15,4.4265,Boarded,"Bonny Roads, Nigeria",NGA,NGA,Nigeria,1.197068112,7.147715691,4.415920315,UNK,Kota Halus,UNK TYPE,Anchored,mappingpiracy,UNK TYPE Anchored August 2003 TIME UNK,UNK TYPE was Boarded while Anchored in August 2003 TIME UNK,1.4,NA,795.3862467,505839,160500,131900631,3.821000099,NA,0.260024149
8/18/2003,August,2003,TIME UNK,97.55,6.1166667,Attempted,Malacca Straits,IDN,IDN,Indonesia,95.8117166,97.49683679,5.251898505,UNK,Gisiang,UNK TYPE,Steaming,mappingpiracy,UNK TYPE Steaming August 2003 TIME UNK,UNK TYPE was Attempted while Steaming in August 2003 TIME UNK,1.9,0.742137856,1065.648539,5927292,497000,220309469,6.657000065,0.153207015,0.437495661
8/19/2003,August,2003,TIME UNK,-0.0167,5.6166667,Boarded,"Tema Roads, Ghana",GHA,GHA,Ghana,3.55227592,-0.045033332,5.60162995,UNK,Delmas Sycamore,UNK TYPE,Anchored,mappingpiracy,UNK TYPE Anchored August 2003 TIME UNK,UNK TYPE was Boarded while Anchored in August 2003 TIME UNK,3.3,2.101173631,367.8215216,391722,7000,20750299,7.382999897,0.111208864,0.252099151
8/20/2003,August,2003,TIME UNK,9.6667,4.0431667,Boarded,Douala Cameroon,CMR,CMR,Cameroon,1.430647464,9.675629102,4.033840236,UNK,Snowmass,UNK TYPE,Berthed,mappingpiracy,UNK TYPE Berthed August 2003 TIME UNK,UNK TYPE was Boarded while Berthed in August 2003 TIME UNK,1.8,5.963977221,865.9581375,118186,32100,16800865,5.923999786,0.162818275,0.268920966
8/21/2003,August,2003,TIME UNK,5.3417,5.7966667,Boarded,"Deli Creek, Harrison PT, Sapele, Nigeria",NGA,NGA,Nigeria,7.987605977,5.337575717,5.724554755,UNK,John N. Pateras,UNK TYPE,Steaming,mappingpiracy,UNK TYPE Steaming August 2003 TIME UNK,UNK TYPE was Boarded while Steaming in August 2003 TIME UNK,1.4,NA,795.3862467,505839,160500,131900631,3.821000099,NA,0.260024149
8/22/2003,August,2003,TIME UNK,105.375,1.61,Boarded,"Vicinity of Bintan Island, Indonesia",IDN,IDN,Indonesia,88.20722233,104.8435165,1.018215236,UNK,Superior Star,UNK TYPE,Steaming,mappingpiracy,UNK TYPE Steaming August 2003 TIME UNK,UNK TYPE was Boarded while Steaming in August 2003 TIME UNK,1.9,0.742137856,1065.648539,5927292,497000,220309469,6.657000065,0.153207015,0.437495661
8/22/2003,August,2003,TIME UNK,105.05,0.95,Boarded,"Vicinity of Bintan Island, Indonesia",IDN,IDN,Indonesia,22.13004533,104.8527938,0.975490627,UNK,Sinar Surya,UNK TYPE,Steaming,mappingpiracy,UNK TYPE Steaming August 2003 TIME UNK,UNK TYPE was Boarded while Steaming in August 2003 TIME UNK,1.9,0.742137856,1065.648539,5927292,497000,220309469,6.657000065,0.153207015,0.437495661
8/23/2003,August,2003,TIME UNK,4.7561,4.0699,Boarded,"Off Nigeria, Nigeria",NGA,NGA,Nigeria,112.1617734,5.566905144,4.675238348,UNK,UNK,UNK TYPE,Steaming,mappingpiracy,UNK TYPE Steaming August 2003 TIME UNK,UNK TYPE was Boarded while Steaming in August 2003 TIME UNK,1.4,NA,795.3862467,505839,160500,131900631,3.821000099,NA,0.260024149
8/24/2003,August,2003,TIME UNK,76.5352,10.415,Boarded,"Coal Terminal, Cartagena, Colombia",IND,IND,India,37.72028228,76.24024499,10.23895905,UNK,Sunshine Sky,UNK TYPE,Berthed,mappingpiracy,UNK TYPE Berthed August 2003 TIME UNK,UNK TYPE was Boarded while Berthed in August 2003 TIME UNK,2.8,3.988311009,546.7266145,6074846,2414700,1111523144,5.724999905,0.225799867,0.274741071
8/24/2003,August,2003,TIME UNK,115.7167,-8.7333333,Attempted,"Lombok Straits, Indonesia",IDN,IDN,Indonesia,10.91162671,115.6242039,-8.76890869,UNK,Fu Tong,UNK TYPE,Steaming,mappingpiracy,UNK TYPE Steaming August 2003 TIME UNK,UNK TYPE was Attempted while Steaming in August 2003 TIME UNK,1.9,0.742137856,1065.648539,5927292,497000,220309469,6.657000065,0.153207015,0.437495661
8/25/2003,August,2003,TIME UNK,3.3767,6.45,Boarded,"Lagos SBM, Nigeria",NGA,NGA,Nigeria,0.745848921,3.37387129,6.456122137,UNK,Coral Star,UNK TYPE,Berthed,mappingpiracy,UNK TYPE Berthed August 2003 TIME UNK,UNK TYPE was Boarded while Berthed in August 2003 TIME UNK,1.4,NA,795.3862467,505839,160500,131900631,3.821000099,NA,0.260024149
8/26/2003,August,2003,TIME UNK,104.9667,1.3333333,Boarded,"About 50NM NE of Bintan Island, Indonesia",IDN,IDN,Indonesia,37.44423963,104.8435165,1.018215236,UNK,Elegant Pescadores,UNK TYPE,Steaming,mappingpiracy,UNK TYPE Steaming August 2003 TIME UNK,UNK TYPE was Boarded while Steaming in August 2003 TIME UNK,1.9,0.742137856,1065.648539,5927292,497000,220309469,6.657000065,0.153207015,0.437495661
8/27/2003,August,2003,TIME UNK,3.3767,6.45,Attempted,"10 miles off Lagos, Nigeria",NGA,NGA,Nigeria,0.745848921,3.37387129,6.456122137,UNK,Maribel,UNK TYPE,Anchored,mappingpiracy,UNK TYPE Anchored August 2003 TIME UNK,UNK TYPE was Attempted while Anchored in August 2003 TIME UNK,1.4,NA,795.3862467,505839,160500,131900631,3.821000099,NA,0.260024149
8/28/2003,August,2003,TIME UNK,91.7932,22.2166667,Boarded,"Chittagong Roads Anchorage, Bangladesh",BGD,BGD,Bangladesh,2.329971162,91.81202233,22.20502351,UNK,Ambika,UNK TYPE,Steaming,mappingpiracy,UNK TYPE Steaming August 2003 TIME UNK,UNK TYPE was Boarded while Steaming in August 2003 TIME UNK,1.3,2.57508632,446.3106592,1998197,188700,134791603,4.320000172,0.091605938,0.224741488
8/28/2003,August,2003,TIME UNK,105.2333,0.7666667,Boarded,"Off Bintan Island, Indonesia",IDN,IDN,Indonesia,48.20647357,104.84962,0.96889883,UNK,Regina V,UNK TYPE,Steaming,mappingpiracy,UNK TYPE Steaming August 2003 TIME UNK,UNK TYPE was Boarded while Steaming in August 2003 TIME UNK,1.9,0.742137856,1065.648539,5927292,497000,220309469,6.657000065,0.153207015,0.437495661
8/29/2003,August,2003,TIME UNK,105.1333,0.9333333,Attempted,"Off Bintan Island, Indonesia",IDN,IDN,Indonesia,31.56757866,104.8527938,0.975490627,UNK,Vitali,UNK TYPE,Steaming,mappingpiracy,UNK TYPE Steaming August 2003 TIME UNK,UNK TYPE was Attempted while Steaming in August 2003 TIME UNK,1.9,0.742137856,1065.648539,5927292,497000,220309469,6.657000065,0.153207015,0.437495661
8/30/2003,August,2003,TIME UNK,-69.2932,18.4265,Boarded,"San Pedro de Macoris, Dominican Republic",DOM,DOM,Dominican Republic,1.400597715,-69.29503333,18.43903229,UNK,Solano,UNK TYPE,Berthed,mappingpiracy,UNK TYPE Berthed August 2003 TIME UNK,UNK TYPE was Boarded while Berthed in August 2003 TIME UNK,2.2,21.49075564,2445.435893,20041,39500,8850317,6.938000202,0.127657291,0.318823029
